meta,text,stats,simhash
"{'pmid': 11409636, 'language': 'eng'}","Analysis of the distribution pattern of sister chromatid exchanges in mitotic chromosomes of human T-lymphocytes.
Band locations of 344 sister chromatid exchanges (SCE), observed in chromosome preparations of peripheral T-lymphocyte cultures, were identified using a sequential Q-banding-sister chromatid differentiation staining protocol. A comparison between expected Poisson, expected negative binomial distributions and observed SCE patterns, revealed that the negative binomial distribution provided a better fit to our SCE data. The aggregated pattern of SCE distribution indicated that some bands were more prone to undergo these events. Genetic markers assigned to those bands recording a significant number of exchanges seemed to correspond with the transcriptionally active genes. The results confirm that SCE are induced at the early S-phase of the cell cycle involving the early replicating genes in these events. Potential applications of cytogenetic techniques employed in the present study are proposed.","{'alnum_ratio': 0.8457760314, 'avg_line_length': 509.0, 'char_rep_ratio': 0.0792864222, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9333769083, 'max_line_length': 904, 'num_words': 178, 'perplexity': 335.9, 'special_char_ratio': 0.1571709234, 'text_len': 1018, 'word_rep_ratio': 0.0}",6.444478256076228e+18
"{'pmid': 11409637, 'language': 'eng'}","Cytophotometric estimation of in situ DNA content in several species of Araceae.
A wide variation in the in situ 4C DNA content, ranging from 15.02 pg to 54.09 pg was found in thirteen genera of the family Araceae. The obligate perennial species showed greater 4C DNA values compared with the facultative perennials and annuals. A remarkable heterogeneity in 4C nuclear DNA amounts was noted among obligate perennials. Intraspecific constancy in the amount of 4C DNA was recorded. The nuclear DNA content correlated positively with chromosome size, duration of the mitotic cycle, and annual to perennial growth forms. Despite an extensive variation in DNA content among the aroids investigated, each species was distinctly characterized by its specific nuclear DNA value, indicating its usefulness in taxonomic characterization and comparison of different aroids.","{'alnum_ratio': 0.8342989571, 'avg_line_length': 431.5, 'char_rep_ratio': 0.0819672131, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9359600544, 'max_line_length': 782, 'num_words': 160, 'perplexity': 811.0, 'special_char_ratio': 0.1796060255, 'text_len': 863, 'word_rep_ratio': 0.0}",1.2777763924531683e+19
"{'pmid': 11409638, 'language': 'eng'}","Antihyperlipidaemic and antihypercholesterolaemic effects of Anethum graveolens leaves after the removal of furocoumarins.
Serum triacylglycerides and total cholesterol levels in rats, with hyperlipidaemia induced by diet, were determined after oral adminstration of a water extract of Anethum graveolens leaves before and after the extraction of the furocoumarin content of the leaves. Administration of the extracts consecutively for 14 days reduced the triacylglycerides and total cholesterol levels by almost 50 and 20%, respectively. Chloroform extraction of furocoumarins from the aqueous extracts did not reduce the antihyperlipidaemic potential of the extracts to a significant degree. Oral administration of the essential oil of A. graveolens seeds, at two different doses, also reduced the triacylglyceride levels by almost 42%. The total cholesterol level was not reduced by the same doses of the essential oil.","{'alnum_ratio': 0.8449023861, 'avg_line_length': 461.0, 'char_rep_ratio': 0.0876232202, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9311226606, 'max_line_length': 799, 'num_words': 199, 'perplexity': 364.9, 'special_char_ratio': 0.1637744035, 'text_len': 922, 'word_rep_ratio': 0.0105263158}",7.55663735147628e+18
"{'pmid': 11409639, 'language': 'eng'}","Local angiotensin II-generating system in vascular tissues: the roles of chymase.
Roles of each angiotensin II producing enzymes of each of the angiotensin II-producing enzymes were reviewed based on experimental models. In vascular tissues, angiotensin II is potentially cleaved from angiotensin I by angiotensin converting enzyme (ACE) and chymase. It has been confirmed that vascular tissues of humans, monkeys, dogs and hamsters have a chymase-dependent angiotensin II-forming pathway. Much like other hypertensive models, hamster hypertensive models show high levels of vascular ACE activity, but not chymase activity. In hypertensive hamsters, administration of either an ACE inhibitor or an angiotensin II type 1 (AT1) receptor antagonist resulted in similar reductions in blood pressure, suggesting that chymase is not involved in the maintenance of high blood pressure in this model. In monkeys fed a high-cholesterol diet, ACE activity was increased in the atherosclerotic lesions, and an ACE inhibitor and an AT1 receptor antagonist prevented atherosclerosis to a similar degree, suggesting that ACE may be mainly involved in the development of atherosclerosis. After balloon injury in dog vessels, both ACE and chymase activities were locally increased about 3-fold in the injured arteries, and an AT1 receptor antagonist was effective in preventing the intimal formation, but an ACE inhibitor was ineffective. In dog grafted veins, the activities of chymase were increased 15-fold, but those of ACE were increased only 2-fold, and the intimal formation was suppressed by either an AT1 receptor antagonist or a chymase inhibitor. In the normal vascular tissues, ACE plays a crucial role for angiotensin II production, whereas chymase is stored in mast cells in an inactive form. Chymase acquires the ability to form angiotensin II following mast cells activation followed by mast cells activation by a strong stimulus such as occurs in catheter-injury or grafting. Together, these results indicate that chymase plays a major role in the vascular angiotensin II-generating system, particularly in cases of vascular injury.","{'alnum_ratio': 0.8298171589, 'avg_line_length': 1066.5, 'char_rep_ratio': 0.0941619586, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9351549745, 'max_line_length': 2051, 'num_words': 434, 'perplexity': 250.3, 'special_char_ratio': 0.1744022504, 'text_len': 2133, 'word_rep_ratio': 0.0}",1.8607337332438267e+18
"{'pmid': 11409640, 'language': 'eng'}","Diurnal variation of hemodynamic indices in non-dipper hypertensive patients.
The purpose of this study was to elucidate the underlying mechanisms of blunted nocturnal blood pressure reduction in non-dipper hypertensive patients. We studied the diurnal variations in systemic hemodynamic indices and baroreflex sensitivity. In 45 subjects with essential hypertension (24 men; mean age, 49+/-1 years), intra-arterial pressure was monitored telemetrically. Non-dippers were defined as those with a nocturnal reduction of systolic blood pressure of less than 10% of daytime systolic blood pressure. Stroke volume was determined using Wesseling's pulse contour method, calibrated with indocyanine green dilution. Baroreflex sensitivity was calculated as deltapulse interval/deltasystolic blood pressure on spontaneous variations. The mean values of the hemodynamic parameters were calculated every 30 min. Twenty-six subjects were classified as non-dippers. Daytime blood pressure was not significantly different between dippers (149+/-4/87+/-3 mmHg) and non-dippers (147+/-3/82+/-2 mmHg), while the nighttime blood pressure was significantly reduced in dippers (131+/-3/77+/-2 mmHg) but not in non-dippers (145+/-3/80+/-2 mmHg). Nocturnal decreases in both cardiac index and stroke index were smaller in non-dippers (-12.0+/-1.2% and 1.5+/-1.0%) than in dippers (-17.5+/-1.4% and -2.2+/-1.1%). Baroreflex sensitivity significantly increased at nighttime both in dippers (6.5+/-0.6 to 8.0+/-0.7 ms/mmHg) and in non-dippers (5.1+/-0.3 to 6.4+/-0.4 ms/mmHg). Neither daytime nor nighttime baroreflex sensitivity was significantly different between the groups. We conclude that the hemodynamics of non-dipper essential hypertension are characterized by an inadequate nocturnal decrease in cardiac index and stroke index, suggestive of relative volume expansion or malsuppressed sympathetic activity.","{'alnum_ratio': 0.8023255814, 'avg_line_length': 946.0, 'char_rep_ratio': 0.09771641, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9351361394, 'max_line_length': 1814, 'num_words': 350, 'perplexity': 1340.3, 'special_char_ratio': 0.2362579281, 'text_len': 1892, 'word_rep_ratio': 0.0}",1.3186107407098434e+19
"{'pmid': 11409641, 'language': 'eng'}","Profiles of patients who control the doses of their antihypertensive drugs by self-monitoring of home blood pressure.
The present study profiled patients who control doses of antihypertensive drugs by themselves based on self-monitoring of their blood pressure (self-controllers). A total of 1,028 consecutive outpatients who were taking antihypertensive drugs and who were attending the cardiovascular outpatient clinic of our institute responded to a questionnaire in 1998. They were asked how often they measured their blood pressure, how often they missed taking their medication, and whether or not they had a chance to adjust the doses of antihypertensive drugs by themselves based on self-monitored blood pressure. The frequency of self-controlling of antihypertensive drugs was also examined in 918 patients on antihypertensive drugs in 1997. In 1997, 23 of 918 patients (2.5%) were self-controllers, and 26 of 1,028 patients (2.5%) were self-controllers in 1998. The frequency of home blood-pressure measurement was significantly greater in self-controllers than in the remaining patients (non self-controllers) (p<0.01). The prevalence of proteinuria was significantly less in the former than in the latter. Prior to the start of antihypertensive drugs, blood pressure was significantly lower for the self-controllers (154.4+/-3.8/96.4+/-1.4 mmHg) than for the non self-controllers (169.3+/-0.7/101.7+/-0.4 mmHg) (p<0.001). Clinically measured blood pressures did not differ significantly between the self-controllers and non self-controllers. Thus, about 2.5% of patients on antihypertensive drugs controlled their drug doses by themselves based on self-monitoring of their blood pressure. These patients were characterized by having a milder form of hypertension and by more frequent home blood-pressure measurement than non self-controllers.","{'alnum_ratio': 0.8166127292, 'avg_line_length': 927.0, 'char_rep_ratio': 0.1517615176, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9784570932, 'max_line_length': 1736, 'num_words': 343, 'perplexity': 655.3, 'special_char_ratio': 0.2211434736, 'text_len': 1854, 'word_rep_ratio': 0.0598802395}",3.6181383569304433e+18
"{'pmid': 11409642, 'language': 'eng'}","Cardiovascular and sympathetic responses to dental surgery with local anesthesia.
We investigated changes in blood pressure and blood variables, including plasma catecholamines, serum glucose and insulin concentrations, during dental surgery. The study included 11 normotensive patients (age, 22.5+/-0.7 years) who underwent tooth extraction at Kyushu Dental College Hospital. Three to 7 days prior to dental surgery, blood pressure, pulse rate, and heart rate variability were measured every 30 min over 24 h. The low frequency (LF: 0.05 to 0.15 Hz) and high frequency (HF: 0.15 to 0.40 Hz) powers were calculated, and the ratio of LF to HF (LF/HF) and HF were used as indexes of sympathetic and parasympathetic activities, respectively. Lidocaine, 2% with epinephrine (1:80,000), was used as the local anesthetic for all patients. Systolic blood pressures significantly increased during dental surgery (+10.8+/-3.5 mmHg); however, this increase failed to correlate not only with baseline systolic blood pressure but with 24-h averaged blood pressures, LF/HF or HF. On the other hand, plasma epinephrine and norepinephrine concentrations increased during dental surgery, and peak values of these variables were obtained after local anesthesia and during tooth extraction, respectively. Serum glucose level increased after local anesthesia (control vs. local anesthesia: 5.16+/-0.11 vs. 5.62+/-0.10 mmol/l; p<0.01); however, plasma insulin concentrations did not change significantly. These results suggest that 1) ambulatory measurements of blood pressure and heart rate variability over 24 h cannot predict the responses of blood pressure during dental surgery, and that 2) administration of local anesthetic and tooth extraction activate sympathoadrenal outflow, resulting in an increase in serum glucose level in normotensive subjects.","{'alnum_ratio': 0.8113104948, 'avg_line_length': 919.5, 'char_rep_ratio': 0.1010928962, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9334355593, 'max_line_length': 1757, 'num_words': 326, 'perplexity': 741.3, 'special_char_ratio': 0.2196846112, 'text_len': 1839, 'word_rep_ratio': 0.0}",2.4175805271688484e+18
"{'pmid': 11409643, 'language': 'eng'}","Non-Linear trends in the blood pressure of Japanese adults.
Hypertension is one of the risk factors for the development of coronary artery disease as well as stroke. The National Nutrition Survey shows that the systolic and diastolic blood pressures of Japanese adults have decreased over time. These trends have plateaued during the last decade. We investigated national trends in blood pressure (BP) levels during these 10 years by plotting the relation between the mean BP levels during year t, BP(t), and those of the following year, BP(t+1). When we plotted the systolic BP levels of Japanese men and women aged 15 to 80 years, the trace revolved clockwise, with cycles of 4 to 5 years. The approximate center of the circular trace corresponding to data for 1985 through 1990 was at 134 mmHg in men and 129 mmHg in women, and the approximate center of a smaller circle was at 135 mmHg in men and 130 mmHg in women, respectively. In addition, with respect to the data for Japanese men in their 60s, the mean systolic BP level decreased linearly from 1982 to 1986, whereas it seemed to generate 4 circles after 1986. The approximate center of the first circle was 146 mmHg in the men. The center of the second circle was 145 mmHg and that of the third circle was 144 mmHg. Plotting of the data for Japanese women of the same age group yielded the same number of circles as the data for men. Our method of documenting changes in the mean BP levels in Japanese adults provided information about a chaotic oscillation that occurred in the populations we studied. The centers of Lorenz-plotted circles may thus provide essential information about trends in the BP levels in these populations.","{'alnum_ratio': 0.808988764, 'avg_line_length': 845.5, 'char_rep_ratio': 0.0749108205, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9539011717, 'max_line_length': 1631, 'num_words': 334, 'perplexity': 638.1, 'special_char_ratio': 0.2223536369, 'text_len': 1691, 'word_rep_ratio': 0.0369230769}",6.780034540596184e+18
"{'pmid': 11409644, 'language': 'eng'}","Structure and function of the left ventricle and carotid artery in hemodialysis patients.
Hemodialysis patients frequently show associated hypertension, which can lead to a number of cardiovascular complications. The aim of this study was to assess the effects of hypertension on the structure and function of the carotid artery and left ventricle (LV) in hemodialysis patients. In addition, we investigated the contribution of hemodialysis and other risk factors. Fifty-two hemodialysis patients, 71 hypertensive patients (HT group) and 30 normotensive subjects (NT group) were included in this study. Hemodialysis patients were divided into two groups: 35 patients with hypertension (HDHT group), and 17 patients without hypertension (HDNT group). We measured intima-media thickness (IMT), plaque score, end-diastolic diameter, and stiffness index beta of the carotid artery by ultrasonography, and LV mass index (LVMi), endocardial fractional shortening (FS), and midwall FS (MWS) by echocardiography. A multiple stepwise regression analysis including hemodialysis, hypertension, diabetes mellitus, and other risk factors was also performed. IMT was significantly higher in the HT and HDHT groups than in the NT group. Plaque score and diameter of the carotid artery were higher in the HDHT group than in the other three groups. The stiffness index beta was higher in the HDHT group than in the non-hemodialysis groups. In multivariate analysis, IMT was independently correlated with age and hypertension. Plaque score and stiffness index beta were independently associated with age, hypertension, and hemodialysis. LVMi was higher in HT and hemodialysis-patients groups than in the NT group. Hypertension and hemodialysis were strong and independent predictors of LVMi. FS showed no significant differences among the four groups, but MWS was significantly lower among the hemodialysis patients than in the NT group. MWS was independently correlated with hemodialysis and diabetes. In conclusion, hemodialysis per se advanced both atherosclerosis and arteriosclerosis of the carotid artery. Moreover, it increased LVMi and caused cardiac dysfunction. Associated hypertension might thus accelerate the progression of atherosclerosis and arteriosclerosis of the carotid artery and the increase of LVMi.","{'alnum_ratio': 0.8302214503, 'avg_line_length': 1151.5, 'char_rep_ratio': 0.1194420227, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9465959668, 'max_line_length': 2213, 'num_words': 474, 'perplexity': 247.4, 'special_char_ratio': 0.1732522796, 'text_len': 2303, 'word_rep_ratio': 0.0430107527}",4.180557625754093e+18
"{'pmid': 11409645, 'language': 'eng'}","Differential effects among thiazolidinediones on the transcription of thromboxane receptor and angiotensin II type 1 receptor genes.
Peroxisome proliferator-activated receptor (PPAR)-gamma ligands thiazolidinediones (TZDs) have recently been reported to be anti-hypertensive and anti-atherosclerotic. We have previously shown that one of the TZDs troglitazone significantly suppressed the transcription of both thromboxane receptor (TXR) and angiotensin II type 1 receptor (AT1R) genes in vascular smooth muscle cells (VSMCs) by activating PPAR-gamma. In the present study, we compared the effects of troglitazone and other TZDs on the transcription of these genes. TXR and AT1R mRNAs in rat VSMCs were determined by semi-quantitative RT-PCR. Luciferase chimeric constructs containing either the 989-bp rat TXR gene promoter or the 1,969-bp rat AT1R gene promoter were transiently transfected into VSMCs. The cells were incubated with troglitazone, RS-1455 (a derivative of troglitazone which does not contain the hindered phenol resembling alpha-tocopherol), pioglitazone, or rosiglitazone for 12 h before harvesting. mRNA expression levels of TXR and AT1R were significantly decreased by troglitazone in contrast to rosiglitazone. TXR gene and AT1R gene transcription was significantly suppressed by troglitazone in a dose-dependent manner, while RS-1455 was less potent. Pioglitazone and rosiglitazone weakly suppressed the transcription of both genes in a manner almost similar to RS-1455. We have shown that troglitazone suppresses transcription of both the TXR and AT1R genes more potently than other TZDs. The structure of troglitazone and RS-1455 is identical except the hindered phenol, which is recently recognized to function as an antioxidant. Moreover, we have shown that the potency for activating PPAR-gamma is almost identical between troglitazone and RS-1455. We therefore speculate that the strong transcriptional suppression of the TXR and AT1R genes by troglitazone may be mediated in part by its antioxidant effect.","{'alnum_ratio': 0.8349705305, 'avg_line_length': 1018.0, 'char_rep_ratio': 0.1021213616, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9281811714, 'max_line_length': 1903, 'num_words': 462, 'perplexity': 429.4, 'special_char_ratio': 0.1836935167, 'text_len': 2036, 'word_rep_ratio': 0.0}",2.0052714758904858e+18
"{'pmid': 11409647, 'language': 'eng'}","Benidipine inhibits expression of ET-1 and TGF-beta1 in Dahl salt-sensitive hypertensive rats.
Endothelin and growth factors such as transforming growth factor (TGF)-beta1 are important regulators of the cardiovascular system. Although increased production of endothelin-1 (ET-1) and TGF-beta1 have been reported in left ventricular hypertrophy, the detailed roles of these substances in hypertrophy remain to be determined. To elucidate the cardioprotective effects of calcium antagonists in left ventricular hypertrophy, we evaluated the effects of long-term treatment with benidipine, a long-acting calcium antagonist, on preproET-1, ET(A) receptor (ETAR) and TGF-beta1 expression in the left ventricle and evaluated the relations between these effects and myocardial remodeling in Dahl salt-sensitive hypertensive (DS) rats fed a high-salt diet. After 5 weeks of feeding an 8% NaCl diet to 6-week-old DS rats (i.e., at 11 weeks of age), a distinct stage of concentric left ventricular hypertrophy (DSLVH) was noted. Benidipine (DSLVH-B group, n= 8; 1 mg/kg/day, subdepressor dose) or vehicle (DSLVH-V group, n=8) was administered to 6-week-old DS rats for 5 weeks, or until the onset of DSLVH stage, and age-matched (11-week-old) Dahl salt-resistant rats fed the same diet served as a control group (DR-C, n=8). Blood pressure was similar between the DSLVH-B and DSLVH-V groups, but was significantly lower in DR-C rats. The preproET-1, ETAR and TGF-beta1 expressions in the left ventricle were significantly higher in DSLVH-V than in DR-C rats, and significantly lower in DSLVH-B than in DSLVH-V. Benidipine administration resulted in significant improvements in the wall-to-lumen ratio and perivascular fibrosis in the coronary arterioles, and in myocardial fibrosis. We therefore concluded that myocardial remodeling and left ventricular hypertrophy in DS hypertensive rats fed a high-salt diet were significantly ameliorated by a subdepressor dose of benidipine, and that this amelioration was partly due to decreases in the expression of ET-1 and TGF-beta1 in the left ventricle.","{'alnum_ratio': 0.8093869732, 'avg_line_length': 1044.0, 'char_rep_ratio': 0.0870610871, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9174211621, 'max_line_length': 1993, 'num_words': 453, 'perplexity': 503.5, 'special_char_ratio': 0.2025862069, 'text_len': 2088, 'word_rep_ratio': 0.0}",4.5941770667198653e+18
"{'pmid': 11409648, 'language': 'eng'}","Antioxidants inhibit JNK and p38 MAPK activation but not ERK 1/2 activation by angiotensin II in rat aortic smooth muscle cells.
Angiotensin II (Ang II) induces vascular smooth muscle cell (VSMC) hypertrophy, which results in several cardiovascular diseases. Ang II-induced cellular events have been mediated, in part, by reactive oxygen species (ROS) which also involve activation of mitogen-activated protein (MAP) kinases. Although it has been proposed that the therapeutic administration of antioxidants is useful for vascular diseases, the precise mechanisms which regulate ROS-sensitive signaling events have not been well characterized. Thus, we hypothesized that antioxidants may affect ROS-mediated MAP kinases activation induced by Ang II. The present findings showed that Ang II stimulated rapid and significant activation of ERK 1/2, JNK and p38 MAPK in cultured rat aortic smooth muscle cells (RASMC). Ang II-induced ERK 1/2 activation was not affected by all antioxidants examined, whereas JNK was sensitive to all antioxidants. In contrast, p38 MAPK activation was inhibited by DPI and ascorbic acid concentration-dependently, but by NAC only at high concentration. DETC and Trolox C had no effects on p38 MAPK activation by Ang II. We further examined the effects of antioxidants on Ang II-induced increases in oxygen consumption as an index of ROS generation in RASMC. DPI strongly inhibited Ang II-induced increases in oxygen consumption. DETC also inhibited Ang II-induced oxygen consumption, whereas ascorbic acid markedly augmented it. These findings suggest that the inhibitory effects of antioxidants on MAP kinases activation in VSMC are attributable, in part, to their modulating effects on ROS generation by Ang II in VSMC. Thus, inhibition of MAP kinases by antioxidants may imply their usefulness for relief of cardiovascular diseases.","{'alnum_ratio': 0.8260869565, 'avg_line_length': 931.5, 'char_rep_ratio': 0.0916936354, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9580647945, 'max_line_length': 1734, 'num_words': 379, 'perplexity': 430.4, 'special_char_ratio': 0.1814278046, 'text_len': 1863, 'word_rep_ratio': 0.0}",1.7694363946845008e+19
"{'pmid': 11409649, 'language': 'eng'}","Estriol improves membrane fluidity of erythrocytes by the nitric oxide-dependent mechanism: an electron paramagnetic resonance study.
The present in vitro study was performed to investigate the effects of estriol (E3) on membrane fluidity of erythrocytes by means of an electron paramagnetic resonance (EPR) and spin-labeling method. E3 was shown to significantly decrease the order parameter (S) for 5-nitroxide stearate (5-NS) and the peak height ratio (ho/h-1) for 16-NS obtained from EPR spectra of erythrocyte membranes. This finding indicated that E3 might increase the membrane fluidity of erythrocytes. The effect of E3 was significantly potentiated by the nitric oxide (NO) donor, S-nitroso-N-acetylpenicillamine (SNAP), and a cyclic guanosine 3',5'-monophosphate (cGMP) analog, 8-bromo-cGMP. In contrast, the change in the membrane fluidity induced by E3 was antagonized by the NO synthase inhibitor, L-NG-nitroarginine-methyl-ester (L-NAME), and asymmetric dimethyl-L-arginine (ADMA). The results of the present study showed that E3 significantly increased the membrane fluidity and improved the microviscosity of erythrocyte membranes, partially mediated by an NO- and cGMP-dependent pathway. Furthermore, the data might be consistent with the hypothesis that E3 could have a beneficial effect on the rheological behavior of erythrocytes and may play a crucial role in the regulation of microcirculation.","{'alnum_ratio': 0.8185028249, 'avg_line_length': 708.0, 'char_rep_ratio': 0.105899076, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9046247005, 'max_line_length': 1282, 'num_words': 295, 'perplexity': 199.2, 'special_char_ratio': 0.1920903955, 'text_len': 1416, 'word_rep_ratio': 0.0}",1.4844576487234058e+18
"{'pmid': 11409650, 'language': 'eng'}","Calcium buffering of resting, voltage-dependent Ca2+ influx by sarcoplasmic reticulum in femoral arteries from spontaneously hypertensive rats at prehypertensive stage.
We examined the Ca2+-buffering function of the sarcoplasmic reticulum (SR) in the resting state of arteries from spontaneously hypertensive rats (SHR) at a prehypertensive stage. Differences in the effects of cyclopiazonic acid (CPA) and thapsigargin, agents that inhibit SR Ca2+-ATPase, and of ryanodine, which depletes SR Ca2+, on tension and cellular Ca2+ level were assessed in endothelium-denuded strips of femoral arteries from 4-week-old SHR and normotensive Wistar-Kyoto rats (WKY). Addition of CPA, thapsigargin or ryanodine to the resting state of the strips caused an elevation of cytosolic Ca2+ level and a contraction in both WKY and SHR. These responses were larger in SHR than in WKY. The contractions were inhibited strongly by 100 nM nifedipine or 3 microM verapamil and were abolished by Ca2+-free solution. Nifedipine, verapamil or Ca2+-free solution itself caused a relaxation from the resting state of SHR strips, but not from that of WKY strips. The resting Ca2+ influx in arteries measured by a 5-min incubation with 45Ca was significantly larger in SHR than in WKY. This influx was decreased by 10 microM CPA or 10 microM ryanodine in both WKY and SHR. These results suggest that in the resting state of the femoral artery from 4-week-old SHR, the greater part of the increased Ca2+ influx via L-type Ca2+ channels is buffered by Ca2+ uptake into the SR, while some Ca2+ reaches the myofilaments, resulting in the maintenance of resting tone.","{'alnum_ratio': 0.8116207951, 'avg_line_length': 817.5, 'char_rep_ratio': 0.0781057811, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9533405304, 'max_line_length': 1466, 'num_words': 384, 'perplexity': 649.2, 'special_char_ratio': 0.2042813456, 'text_len': 1635, 'word_rep_ratio': 0.0}",6.815999022858703e+18
"{'pmid': 11409651, 'language': 'eng'}","Intravascular ultrasound detects coarctation of the renal artery in a patient with Moyamoya disease.
A 19-year-old man with moyamoya disease was diagnosed as having renovascular hypertension, based on stenosis of the proximal portion of the right renal artery with elevated plasma renin activity. Intravascular ultrasound (IVUS) imaging at the renal artery lesion revealed focal narrowing of the renal artery without vascular wall thickening (i.e., coarctation). The coarctation of the renal artery was adequately dilated by stent implantation after suboptimal balloon angioplasty. After the procedure, the patient's hypertension improved. The findings of the present case suggest that IVUS-guided renal angioplasty is an effective therapeutic procedure for correcting coarctation of the renal artery in patients with moyamoya disease.","{'alnum_ratio': 0.8395209581, 'avg_line_length': 417.5, 'char_rep_ratio': 0.1343825666, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9189884067, 'max_line_length': 734, 'num_words': 167, 'perplexity': 240.2, 'special_char_ratio': 0.1628742515, 'text_len': 835, 'word_rep_ratio': 0.0}",1.068597992510919e+19
"{'pmid': 11409653, 'language': 'eng'}","Lack of correlation between Mbo I restriction fragment length polymorphism of renin gene and essential hypertension in Japanese.
Predisposition to essential hypertension is associated with gene polymorphisms of the renin angiotensin system (RAS). Gene polymorphisms of the angiotensinogen and angiotensin converting enzyme genes are known to be risk factors for hypertension, while few studies concerning the renin gene polymorphism have been published. In the present investigation, we carried out a case control study using a Japanese population to examine the genetic influence of the renin gene on the predisposition to hypertension. Patients (n=235) recruited from outpatients at Osaka University Hospital and diagnosed with essential hypertension or receiving long-term antihypertensive medication participated in the study. Normotensive control subjects (n=510) without a history of hypertension and without diabetes mellitus were recruited from the same population, and were sex-matched with experimental subjects. A polymorphism in intron 9 of the human renin gene was determined as the Mbo I restriction fragment length polymorphism (Mbo I-RFLP). There was no significant association between Mbo I-RFLP of the renin gene and predisposition to essential hypertension in Japanese (p>0.05, chi2=2.1). These results suggest that the Mbo I (+) allele of the renin gene does not increase the risk for hypertension in Japanese.","{'alnum_ratio': 0.8328671329, 'avg_line_length': 715.0, 'char_rep_ratio': 0.1161154117, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.9130703211, 'max_line_length': 1301, 'num_words': 266, 'perplexity': 330.3, 'special_char_ratio': 0.1762237762, 'text_len': 1430, 'word_rep_ratio': 0.0}",1.4085672080527235e+19
"{'pmid': 11409654, 'language': 'eng'}","Genetic variation in the promoter region of the beta2 bradykinin receptor gene is associated with essential hypertension in a Chinese Han population.
The present study examined whether a genetic variant (-58T/C) in the promoter region of the human beta2 bradykinin receptor gene was genetically involved in essential hypertension. Chinese hypertensive subjects (n = 120) and normotensive controls (n = 98; sex- and age-matched with hypertensives) were recruited from the outpatients of Fu Wai hospital. Distribution of the -58T/C polymorphism was determined in patients and controls by means of PCR, SSCP, cloning and sequencing. The allelic frequencies were 0.56 for the C allele and 0.44 for the T allele in hypertensive subjects, and 0.46 for the C allele and 0.54 for the T allele in normotensive subjects. The allelic frequencies were in Hardy-Weinberg equilibrium. Significant differences between hypertensive and normotensive subjects were seen in the genotypes distribution (p = 0.045) and allelic frequencies (p = 0.033). These results suggested that -58C allele of the human beta2 bradykinin receptor gene may be an independent risk factor for essential hypertension in the Chinese Han population.","{'alnum_ratio': 0.8169014085, 'avg_line_length': 603.5, 'char_rep_ratio': 0.0893155259, 'flagged_words_ratio': 0.0, 'lang': 'en', 'lang_score': 0.938539803, 'max_line_length': 1057, 'num_words': 243, 'perplexity': 825.7, 'special_char_ratio': 0.2112676056, 'text_len': 1207, 'word_rep_ratio': 0.0512820513}",4.6037954063547515e+18
